"","countyfp","population","latitude","longitude","geo.display.label","median_house_value","total_units","median_rooms","mean_household_size_owners","mean_household_size_renters","built_2005_or_later","built_2000_to_2004","built_1990s","built_1980s","built_1970s","built_1960s","built_1950s","built_1940s","bedrooms_0","bedrooms_1","bedrooms_2","bedrooms_3","bedrooms_4","owners","renters","median_household_income","mean_household_income","vacant_ratio"
"3316","43",2719,37.433341,-120.028323,"Census Tract 1.02, Mariposa County, California",277700,1418,5.7,2.3,2.42,0.6,5.1,18.3,21.5,29.7,2.8,6.3,9.6,0.4,12.8,24,46.4,9.7,72.3,27.7,49559,63748,0.131170662905501
"3317","43",3352,37.702035,-120.244207,"Census Tract 2, Mariposa County, California",279900,2105,5.2,2.23,3.16,12.4,5.4,20.7,17.9,18,10.1,5.3,3.3,2.9,10.3,28.9,47.7,8.6,80.7,19.3,46399,66095,0.287410926365796
"3318","43",3743,37.456944,-119.864283,"Census Tract 3.01, Mariposa County, California",234900,1983,5.2,2.22,2.26,3.3,8,23.5,20,23.8,6.4,8.4,1.6,0,8.5,32.5,53.6,5.4,67.4,32.6,55346,59979,0.186585980837115
"3319","43",2706,37.507144,-119.807931,"Census Tract 3.02, Mariposa County, California",229900,1683,5.1,2.07,2.15,3.7,13.1,9.2,24.3,26,15.8,3.1,0,0.7,7.7,27.2,55.1,8.7,91.3,8.7,49202,61855,0.204991087344029
"3320","43",1802,37.696915,-119.648141,"Census Tract 4, Mariposa County, California",228100,984,4.6,1.92,2.53,3.6,0,14.8,21.2,14.3,5.9,12.2,9.2,13,6.5,34.6,29.9,13.2,26.5,73.5,63229,74747,0.628048780487805
"3321","45",2587,39.803383,-123.243562,"Census Tract 101, Mendocino County, California",278600,1135,5,2.33,3.1,1.9,5.1,9.6,13.3,27.7,11.6,16.6,3.8,2.5,15,30.8,40.4,10.7,69.9,30.1,27402,38054,0.133039647577093
"3322","45",4155,39.734892,-123.576944,"Census Tract 102, Mendocino County, California",389700,2044,4.5,2.27,1.95,3.5,6,11.7,14,20.2,14.9,7.1,7.6,7.3,20,29.6,28.3,14.4,61.9,38.1,32147,44415,0.231409001956947
"3323","45",4272,39.45136,-123.767874,"Census Tract 103, Mendocino County, California",439500,1989,5,2.25,2.46,2.1,7.5,12.2,15.6,20.5,7,12.5,6,0,18.7,36.8,37.2,6,74.3,25.7,45250,63241,0.193061840120664
"3324","45",3467,39.446982,-123.7995,"Census Tract 104, Mendocino County, California",379500,1732,4.9,2.21,2.45,1.9,2.8,13.7,10.9,13.2,6.4,15.2,12.5,4.5,17.6,40.2,31.7,5.3,53.5,46.5,41786,52289,0.200923787528868
"3325","45",4439,39.436065,-123.798,"Census Tract 105, Mendocino County, California",358200,1989,4.4,2.69,2.27,1,1.8,8.8,20.9,23.4,5.2,15.8,8.6,1.4,23.9,41.2,29.8,2.5,43.2,56.8,30722,43030,0.0980392156862745
"3326","45",6917,39.43024,-123.362525,"Census Tract 106, Mendocino County, California",361400,3283,5,2.35,2.48,5.2,5.3,17,27.2,21.6,8.6,6.8,2.1,2.3,12.4,37.7,40.3,7.3,78,22,46262,60725,0.140420347243375
"3327","45",6203,39.4058,-123.355074,"Census Tract 107, Mendocino County, California",270200,2686,5,2.59,2.26,1.3,6,12.7,14.8,21.2,14.5,14.6,10.3,3.9,12,36.2,37.7,8.7,50.2,49.8,40846,49882,0.08265078183172
"3328","45",5915,39.276366,-123.206653,"Census Tract 108.01, Mendocino County, California",433900,2215,5.4,2.97,2.72,2.8,6,10.6,16.4,23.2,15.1,9.5,5.6,1,13,22.8,50.1,12.4,74.8,25.2,58070,72982,0.108352144469526
"3329","45",1785,39.317744,-123.104697,"Census Tract 108.02, Mendocino County, California",449300,838,5.3,2.78,3.66,1.8,1.8,10.5,16.7,24.1,11.5,13.8,8.5,0.5,9.7,42.5,30.5,10.4,56.4,43.6,57019,72685,0.173031026252983
"3330","45",4332,39.211266,-123.212908,"Census Tract 109, Mendocino County, California",312100,1980,5.1,3.02,2.77,3.4,19,10.6,17.1,16.7,8.3,18,2.6,1.8,11.1,26.7,51.5,8,76.4,23.6,51597,65199,0.130808080808081
"3331","45",1952,39.222135,-123.728505,"Census Tract 110.01, Mendocino County, California",534800,1284,4.4,2.07,1.6,5.1,8.6,11,15,23.2,6.7,7.6,7.5,2.7,17.1,52.2,21.5,6.5,73,27,35028,53604,0.253115264797508
"3332","45",5364,39.355456,-123.785026,"Census Tract 110.02, Mendocino County, California",582200,3164,5.2,2.11,2.66,3.9,8.3,10.6,20.3,25.2,10.8,7.8,2.8,1.7,13.2,38.5,36.2,6.6,80.2,19.8,62264,73129,0.186156763590392
"3333","45",3915,38.862625,-123.604055,"Census Tract 111.02, Mendocino County, California",492600,2730,4.7,2.19,2.27,1.8,8,20.6,18.7,21,8,10.5,4.2,3,16.9,42.6,32.5,4.8,68.9,31.1,44040,60950,0.426007326007326
"3334","45",3293,39.082747,-123.45235,"Census Tract 112, Mendocino County, California",507100,1474,4.7,2.25,3.15,0.5,6,10.2,21.3,19.3,6.5,8.3,5,5.6,17.4,41.2,23.1,11.7,64.4,35.6,40533,50212,0.238805970149254
"3335","45",5972,39.129741,-123.208865,"Census Tract 113, Mendocino County, California",353800,2346,5,2.88,2.83,3.4,2.1,6.7,17.6,26.7,16.2,12.7,8.9,7.2,9.8,29.6,46.3,6.6,51.1,48.9,38951,49534,0.0664961636828645
"3336","45",4469,39.145066,-123.216681,"Census Tract 114, Mendocino County, California",358900,1730,5.5,2.54,1.85,1.8,1.7,3.9,2.5,13.7,16.3,26.8,23.3,0.6,14.5,28.3,40.3,14.6,69.2,30.8,56815,68520,0.0329479768786127
"3337","45",6739,39.157348,-123.206836,"Census Tract 115, Mendocino County, California",304700,2658,5,2.63,2.62,0.5,2.6,7.2,13.9,24.2,14.3,20.9,7.9,0.9,6.7,45.1,36.6,10.3,41.7,58.3,45308,53920,0.0417607223476298
"3338","45",5802,39.138206,-123.204066,"Census Tract 116, Mendocino County, California",271200,2389,3.9,2.74,2.49,2,3,13,18.1,19.3,16.1,13.5,6.5,6.7,35.5,37.3,15.4,3.8,27.6,72.4,35543,44416,0.0661364587693596
"3339","45",4181,39.144484,-123.169093,"Census Tract 117, Mendocino County, California",446900,1582,5.6,2.36,2.96,0.6,4,16.2,13.1,29.1,8.5,14,4,0,8.5,27.4,48,14.7,71.5,28.5,73594,84985,0.0632111251580278
"3340","45",2082,38.972875,-123.12641,"Census Tract 118, Mendocino County, California",605300,937,5.1,3,2.8,6.6,12.7,23.3,16.9,5.9,7.4,10.1,4.8,2.7,21.9,25,38.2,11.4,60.6,39.4,43582,59587,0.207043756670224
"3341","47",3626,37.443232,-120.741553,"Census Tract 2.01, Merced County, California",330700,1135,5.2,3.72,3.66,6.3,0.8,8.5,14.4,20.4,15.9,12.4,12.9,0,4.5,31.9,47.9,14.6,62,38,50684,71189,0.0951541850220264
"3342","47",1841,37.411505,-120.778049,"Census Tract 2.02, Merced County, California",121300,507,6,2.55,4.18,8.1,7.1,21.3,23.5,8.1,5.9,0,3.6,0,2.6,40.8,24.1,32.5,56.1,43.9,49375,59583,0.0394477317554241
"3343","47",9272,37.427355,-120.784864,"Census Tract 2.03, Merced County, California",174700,2473,5.1,3.93,3.19,4.8,24.9,37.6,11.2,8.1,4.5,5.9,1.7,0.7,4.1,13.6,57.3,21.1,81.2,18.8,51078,58303,0.0752122927618277
"3344","47",4790,37.391463,-120.7075,"Census Tract 3.01, Merced County, California",206100,1359,5.6,3.42,4.21,4.6,15.3,24.2,14.1,15.5,11.6,5.7,2.7,0,2.9,17.3,47.9,24.1,63.5,36.5,45354,53997,0.0132450331125828
"3345","47",2158,37.348228,-120.732949,"Census Tract 3.03, Merced County, California",388300,740,5.1,2.75,3.23,7.3,4.7,8.2,15.4,19.7,20.7,14.5,3.2,0,1.5,28,61.2,9.3,41.1,58.9,34013,52218,0.05
"3346","47",9116,37.379983,-120.723736,"Census Tract 3.04, Merced County, California",225400,2355,5.5,4.35,4.24,19.8,15.5,18,8.9,15,4.2,12.2,3.1,1.2,1.8,14.6,45.9,25.4,57.9,42.1,47756,60568,0.118895966029724
"3347","47",1834,37.328714,-120.876576,"Census Tract 4.01, Merced County, California",323900,599,5.2,2.36,4.49,8.2,5.7,5.8,5.2,19.7,12.7,16.2,18,1,0,36.9,49.1,13,69.3,30.7,51814,58490,0.0801335559265442
"3348","47",8071,37.409309,-120.856316,"Census Tract 4.02, Merced County, California",276200,2743,5.4,3.04,2.78,3.1,3.3,18.8,24,19.4,11.7,12.5,3.8,0.4,1.7,26,55,15.3,74.4,25.6,53996,77000,0.111556689755742
"3349","47",3292,37.401592,-120.580903,"Census Tract 5.03, Merced County, California",386400,681,5.4,3.51,4.16,8.8,1.9,14.5,14.7,8.2,16.2,6.8,11.5,0,14.1,25.3,44.9,15.3,62.3,37.7,51136,81543,0.142437591776799
"3350","47",6129,37.391397,-120.611251,"Census Tract 5.04, Merced County, California",176600,1963,4.9,3.5,3.75,5.7,15.3,6.7,13.8,14.4,15.3,12.2,7,3.8,8.8,30.5,42.9,8.2,41.7,58.3,29002,40120,0.105960264900662
"3351","47",6156,37.378708,-120.628417,"Census Tract 5.05, Merced County, California",154200,2022,5.3,3.63,4.08,14.1,16,15.5,14.5,10.4,12.8,7.6,4.4,2.3,2.1,16.9,59.1,16.9,66.3,33.7,42097,55771,0.0791295746785361
"3352","47",5438,37.358092,-120.619007,"Census Tract 6.01, Merced County, California",126300,1771,5.2,3.16,3.45,0.6,0.5,3.4,24.2,42.2,9.8,9.2,7.4,0,12,25.2,48.2,14,52.3,47.7,39488,52645,0.119706380575946
"3353","47",3550,37.356563,-120.604284,"Census Tract 6.02, Merced County, California",171300,1184,5.5,3.27,3.14,0,2.1,5.7,3.4,20.6,25.3,29.6,5.7,1.5,8,24,45.9,18.9,59.7,40.3,36536,56783,0.0684121621621622
"3354","47",6143,37.36494,-120.591846,"Census Tract 6.03, Merced County, California",214500,2082,5.2,3.07,3.4,2,2.5,23.6,33.2,23.7,9,3.3,2.6,1.4,8.8,20.7,57.8,10.3,51.5,48.5,35596,62217,0.10806916426513
"3355","47",3191,37.348255,-120.604292,"Census Tract 7.01, Merced County, California",153300,1135,4.5,2.79,3.47,0,0,3.7,9.6,12.7,15.3,27.2,22.7,0,16.2,44.1,34.8,4.9,34.2,65.8,32990,41494,0.134801762114537
"3356","47",4903,37.323647,-120.59829,"Census Tract 7.02, Merced County, California",385800,1586,6.6,3.07,3.54,11,18,15.1,18.1,13.6,4,10.4,2.6,2.5,0,11.5,43.4,39,88.6,11.4,88611,97032,0.0958385876418663
"3357","47",4444,37.354977,-120.585425,"Census Tract 8.01, Merced County, California",142900,1799,5.1,3.98,2.84,3.1,4.9,14.5,5.8,10.3,16.6,30.9,11.3,0,1.5,30.1,51.1,16.9,31.2,68.8,42225,47462,0.210672595886604
"3358","47",4296,37.344166,-120.586789,"Census Tract 8.02, Merced County, California",148400,1448,5.4,2.78,4.03,2.2,33.6,23.1,13.9,12.4,7.9,7,0,0,2.1,14,58.8,24,69.7,30.3,53116,60820,0.0324585635359116
"3359","47",3970,37.21407,-120.521969,"Census Tract 9.01, Merced County, California",366000,1232,5.2,3.83,3.31,8.8,0.2,19.2,13,17.3,11.6,9.4,12.8,0.4,12.8,23.5,48.8,11.4,41.4,58.6,49182,72489,0.0746753246753247
"3360","47",8419,37.327811,-120.540549,"Census Tract 9.02, Merced County, California",205000,2587,6,3.41,4.3,21.1,12.3,11.6,14.7,18.9,6.1,6.8,5.5,2,4.7,13.4,46.3,20.2,77.7,22.3,59107,84716,0.147661383842288
"3361","47",13467,37.335755,-120.486327,"Census Tract 10.02, Merced County, California",194400,4650,5.9,3.36,3.25,30.1,23.5,11.3,21.2,6.4,3.5,1.3,0.4,1.8,4.7,17.1,37.6,27.4,52.6,47.4,66734,69697,0.159569892473118
"3362","47",4061,37.321199,-120.494236,"Census Tract 10.03, Merced County, California",134600,1478,4.3,3.56,2.94,0.7,2.1,3.5,30,50.5,7.6,4.2,1.3,3.5,18.3,40.4,32.1,5.1,18.4,81.6,20511,31817,0.172530446549391
"3363","47",3968,37.318653,-120.477881,"Census Tract 10.04, Merced County, California",187500,1863,4.1,2.37,2.22,1.2,2.1,2.4,29.7,34.8,19.7,9.3,0,2,23.3,58.7,12.8,2.8,10.7,89.3,24529,42002,0.0692431561996779
"3364","47",2406,37.312697,-120.502217,"Census Tract 10.05, Merced County, California",101600,934,4.5,2.62,2.42,20.8,8.2,16.9,20.7,21.2,8.8,0.2,0,0,10.7,52.9,31.8,4.4,42.4,57.6,27223,44076,0.0546038543897216
"3365","47",5880,37.3246,-120.46088,"Census Tract 11.01, Merced County, California",201400,2154,5.8,2.65,3.07,1.1,2.4,27.5,13.3,29.6,21.5,4.6,0,0,5.6,13.7,45,34.3,50.8,49.2,53438,62983,0.0984215413184772
"3366","47",5023,37.314277,-120.455198,"Census Tract 12, Merced County, California",233800,1896,5.9,2.73,2.59,0,2.1,5.7,11.9,25.6,32.2,17.4,2.1,2.2,10,12.8,52.1,22,68.5,31.5,54821,71092,0.0501054852320675
"3367","47",3213,37.308708,-120.489924,"Census Tract 13.01, Merced County, California",142900,1362,4.6,2.37,2.25,0,0.7,6.5,16.6,6.9,7.7,28.9,14.1,1,24.2,39.1,34.3,1.5,31.4,68.6,28679,38139,0.137298091042584
"3368","47",3264,37.30448,-120.477138,"Census Tract 13.02, Merced County, California",187500,1285,3.8,2.41,2.68,0,0,4.4,5.2,21.9,12.8,14.8,7.8,12.1,39.6,23.7,14,5.8,17.6,82.4,26292,35398,0.114396887159533
"3369","47",3953,37.298642,-120.462843,"Census Tract 14.01, Merced County, California",124000,1534,4.8,3.31,2.7,3.6,1,3.3,5.1,7.6,20.5,21.6,26.8,8,15.5,35.3,35.6,5.5,39.8,60.2,37214,46285,0.139504563233377
"3370","47",4277,37.304297,-120.453701,"Census Tract 14.02, Merced County, California",198200,1545,5.5,2.76,3.07,0,2.7,5.6,21.4,19.3,17.9,20,10.6,4.5,7.5,22.4,51.6,12.5,60.7,39.3,38828,66771,0.0983818770226537
"3371","47",2693,37.300825,-120.51077,"Census Tract 15.01, Merced County, California",154900,788,5.7,4.11,3.82,0.5,23.6,22.1,24.2,7.6,11.3,7.6,0,0,4.3,7,53.3,34.9,62.9,37.1,41840,62230,0.0291878172588832
"3372","47",2822,37.298663,-120.496892,"Census Tract 15.02, Merced County, California",91400,777,4.4,4,4.24,0,1.7,7.7,3.9,21.8,11.6,31.8,15.3,0,12.5,43.4,32.2,10.4,31.9,68.1,28536,34370,0.0592020592020592
"3373","47",4438,37.292083,-120.499354,"Census Tract 15.03, Merced County, California",112700,1277,5,3.78,4.08,0.9,1.9,11.1,14.9,16.9,16.6,25.4,7,0.9,12,30.9,40.7,15.5,29.1,70.9,25065,31843,0.0783085356303837
"3374","47",4498,37.292242,-120.481644,"Census Tract 16.01, Merced County, California",81900,1121,4.1,3.66,3.71,6.9,10.8,5.3,26.8,19.6,1.4,21.3,7.2,6.9,17.4,43.7,24.8,7.2,8.3,91.7,24414,32281,0.111507582515611
"3375","47",7243,37.282674,-120.486596,"Census Tract 16.02, Merced County, California",143200,1883,5.2,4.25,4.98,10.6,37.3,13,13.4,1.2,7.1,7.2,8.8,2.4,1.1,14,55.7,25.2,47,53,33056,40420,0.105682421667552
"3376","47",6335,37.286374,-120.447368,"Census Tract 17, Merced County, California",89300,2347,4.9,3.04,3.95,9,16.1,12.3,17.5,19.9,5.2,11.6,4.6,1.6,5.6,38.4,44.7,7.7,53.1,46.9,30625,44056,0.155943757988922
"3377","47",4288,37.340808,-120.446812,"Census Tract 18.01, Merced County, California",312900,1119,6.3,3.03,2.42,5.8,49.5,29,3.7,10.5,0,0.6,1,0,3.8,5.1,48.8,38.1,79.1,20.9,90865,119751,0.0393208221626452
"3378","47",5739,37.290931,-120.321233,"Census Tract 19.01, Merced County, California",186800,1548,5,3.98,3.79,9.9,5.3,17,14.4,22.2,7.5,8.9,11,6.8,6.4,20.7,44.8,18.9,59.7,40.3,34063,48881,0.107881136950904
"3379","47",2572,37.229276,-120.258995,"Census Tract 19.02, Merced County, California",168800,870,5.3,3.55,3.06,4.5,2.6,16.4,15.7,12.9,15.4,12.8,9.2,0,6,21.8,54.4,15.5,63.9,36.1,43194,69354,0.104597701149425
"3380","47",7835,37.237195,-120.998895,"Census Tract 20, Merced County, California",181300,3205,5.2,3.12,3.57,0,13.4,12.1,14.2,16.8,10.2,8.3,9,1.7,8.3,24.7,44.6,19.7,58.1,41.9,45179,57230,0.0998439937597504
"3381","47",3862,37.063921,-120.922458,"Census Tract 21, Merced County, California",116400,1539,4.7,3.07,3.14,8.3,22.5,15.5,16.2,14,6.4,3.6,7.9,4.2,13.9,30.2,42.8,5.5,48,52,39268,55465,0.241065627030539
"3382","47",6097,37.063042,-120.8536,"Census Tract 22.01, Merced County, California",115800,2115,4.4,3.33,3.26,2,5.6,5.8,19.2,24.6,17,7.9,7.4,2.5,14,42.1,35,5.5,33.7,66.3,27871,34462,0.106855791962175
"3383","47",9923,37.075849,-120.845136,"Census Tract 22.02, Merced County, California",174100,3013,5.8,3.63,4.03,6.7,17.1,35.5,18.6,10.1,9.4,2.1,0,0.6,0.3,6.3,52.5,33.2,68.2,31.8,54436,59713,0.12744772651842
"3384","47",6680,37.050669,-120.859019,"Census Tract 23.01, Merced County, California",249100,2296,6.5,3.21,3.17,9.1,20.6,24.3,11.9,8.2,12.8,4.4,5.1,0,1,4.5,51,39.6,76.6,23.4,64900,94530,0.151567944250871
"3385","47",13709,37.065993,-120.824449,"Census Tract 23.02, Merced County, California",174500,4296,5.7,3.75,3.74,9.8,31.8,35.5,7.5,6.1,1.5,3.3,4.2,1.1,1.8,16,40.5,33.7,61.9,38.1,59798,62561,0.171322160148976
"3386","47",1756,37.03558,-120.638866,"Census Tract 24.01, Merced County, California",196000,549,5,3.02,2.71,1.1,9.1,2.4,19.7,9.3,36.8,0,13.5,8.9,0,23,57.4,4.2,52.5,47.5,41250,56961,0.282331511839709
"3387","47",7505,36.98151,-120.633074,"Census Tract 24.02, Merced County, California",152100,2501,5.2,3.22,4.15,10.5,10.6,11.2,12.8,8.8,10.7,17,9.5,0,6.1,25.5,54.4,13.3,65.2,34.8,34504,43590,0.113954418232707
"3388","47",2328,37.430875,-120.482052,"Census Tract 25, Merced County, California",375500,814,5.5,3.1,3.49,5.7,7.4,20.3,7.6,19.3,6.8,9.6,5.8,0,3.4,20.8,50.9,23.8,69.7,30.3,62159,117650,0.0823095823095823
"3389","47",5319,37.306609,-120.43263,"Census Tract 26, Merced County, California",262100,1424,6.1,2.93,4.76,9.6,28.5,19.9,9.9,12.2,11.6,3.9,3.7,0.6,0.7,10.3,55.6,28.9,71.5,28.5,81674,108872,0.0540730337078652
"3390","49",3518,41.491927,-120.545067,"Census Tract 1, Modoc County, California",130400,1606,4.9,2.1,2.43,4.4,0.4,4.6,12.3,19.1,9.6,17.4,13.5,1.8,12.9,34.3,41,10,57.5,42.5,32368,46161,0.158156911581569
"3391","49",1910,41.599153,-121.251503,"Census Tract 2, Modoc County, California",145000,1151,5.4,2.33,3.17,0,5.2,10.9,15.7,15.8,6.2,19.7,10.6,0.4,4.3,30.6,47.6,13.8,70.3,29.7,37500,55050,0.244135534317984
"3392","49",2993,41.487913,-120.600281,"Census Tract 3, Modoc County, California",221800,1524,5.3,2.28,2.82,1.2,3.2,12,17.7,19,15.8,7.2,2.3,5.2,13.9,23.5,36.9,18.6,78.4,21.6,37167,54057,0.310367454068241
"3393","49",1265,41.574261,-120.159132,"Census Tract 4, Modoc County, California",180200,893,5.2,1.76,1.97,0.3,6.5,11.4,9,26.9,5.6,6.7,3.4,1.1,5.6,38.3,45.9,6.4,72.6,27.4,29500,42245,0.245240761478163
"3394","51",3463,37.613341,-118.679952,"Census Tract 1.01, Mono County, California",356100,2686,4.7,2.16,1.88,6.3,6.4,12.5,21.1,18,11.9,7.6,2.3,4.8,15.5,29.3,39.8,9,70.6,29.4,77908,75097,0.423306031273269
"3395","51",2502,38.373585,-119.357488,"Census Tract 1.02, Mono County, California",238800,1942,4.4,2.34,2.6,2.2,6.1,14.9,11.4,31.8,11.8,14.2,2.1,5.8,10.3,42.4,30.1,10.9,58.1,41.9,48000,53835,0.460350154479918
"3396","51",8237,37.641009,-118.97648,"Census Tract 2, Mono County, California",663700,9248,4.2,2.43,3.18,3.3,4.2,14.3,17.1,45.4,11.5,1,0.6,6.5,20.6,37.9,21.7,11,49.5,50.5,56616,72427,0.695177335640138
"3397","53",2079,36.737795,-121.627816,"Census Tract 1.01, Monterey County, California",299000,542,5.6,3.28,4.47,5.7,0,0,2.4,18.6,37.8,24.9,10.5,0,5,9.4,63.8,15.7,88.9,11.1,59167,68183,0
"3398","53",9054,36.71021,-121.633723,"Census Tract 1.02, Monterey County, California",431900,2310,6,3.9,4.47,0.4,26.5,22.4,6.5,19.7,16.7,4.5,2.9,0,0,8.8,49.7,31.6,67.8,32.2,79286,86595,0.0216450216450216
"3399","53",3894,36.713189,-121.649262,"Census Tract 1.03, Monterey County, California",296100,1473,4.3,2.76,2.69,6.5,6,60.4,16.3,3.9,1.2,5.8,0,7.3,24.3,28.5,27.9,11.9,22.1,77.9,55972,66038,0.0739986422267481
"3400","53",3478,36.707643,-121.624052,"Census Tract 1.04, Monterey County, California",354900,1001,6.1,3.85,3.43,0,6.7,18.9,9.9,27.3,32.4,2.3,0,0,0,4.2,63.4,17.9,84.9,15.1,72958,83952,0
"3401","53",6884,36.702315,-121.642738,"Census Tract 2, Monterey County, California",224100,1873,5.1,3.88,3.59,0,0,2.2,3.6,19.2,35.6,30,7.8,0,10.5,23,47.7,17.5,51,49,55044,56621,0.0694073678590496
"3402","53",4177,36.703467,-121.659095,"Census Tract 3, Monterey County, California",299000,1385,5.1,3.31,3.71,0,0,0,4.1,20.4,42.1,17.8,8.1,2.7,3.3,33.3,47.9,12.1,51.6,48.4,55962,62587,0.044043321299639
"3403","53",7161,36.693523,-121.651549,"Census Tract 4, Monterey County, California",346100,2491,4.3,2.75,3.22,2.6,2,0,22.6,19.6,25.9,24.3,2.3,3.6,30.1,27.9,32.8,4.6,27.6,72.4,33712,48604,0.128863910076275
"3404","53",4842,36.676191,-121.633275,"Census Tract 5.01, Monterey County, California",155000,1126,4.2,3.89,4.32,2.6,0,8.6,16.4,25.5,28.7,15.6,2.6,7.7,18.3,36.8,26.4,10.8,9.4,90.6,23750,32579,0.115452930728242
"3405","53",4161,36.681802,-121.630814,"Census Tract 5.02, Monterey County, California",272100,1103,4.9,3.62,4.45,0,0,22.4,18,40.9,10,6.2,2.6,0,12.8,31.4,46.1,9.8,53.2,46.8,43849,50598,0.0507706255666364
"3406","53",7143,36.680323,-121.617511,"Census Tract 6, Monterey County, California",265200,1543,4.1,5.09,4.32,0,0,1.1,12.3,19.6,22.4,19.1,16.4,2.3,25,40.9,24.7,6.2,29.4,70.6,33341,40374,0.0440699935191186
"3407","53",6439,36.688088,-121.609528,"Census Tract 7.01, Monterey County, California",272200,1293,4.4,4.89,4.62,0,0,3.2,16.2,20.3,25.1,13.8,20,3.3,5.6,43.5,40.9,6.6,27,73,27350,35974,0.0185614849187935
"3408","53",6371,36.685169,-121.611278,"Census Tract 7.02, Monterey County, California",180800,1348,4.1,5.13,4.83,7.4,0,4.2,14.5,46,10,10.1,6.8,3.8,19.7,45,19.7,10.4,17.3,82.7,34297,39898,0.0311572700296736
"3409","53",5628,36.675272,-121.612857,"Census Tract 8, Monterey County, California",194500,1311,4.5,3.96,3.93,0,2.5,3.6,10.8,18.9,14,21.9,18.2,0.5,23,37.9,29.6,7,46.4,53.6,45744,53395,0.0259344012204424
"3410","53",5746,36.669802,-121.628028,"Census Tract 9, Monterey County, California",228300,1303,4.3,4.58,4.96,0,0,1,4.1,33.5,19,32.8,7.6,0.9,26.8,31,32.8,6.7,37.6,62.4,37940,50943,0.142747505755948
"3411","53",3178,36.664406,-121.649047,"Census Tract 12, Monterey County, California",586400,1242,5.2,2.57,2.64,2.1,1.2,2.7,6,13.1,8.8,19.6,15.5,1.7,14.5,32.2,35.3,11.5,52.7,47.3,58964,97556,0.0748792270531401
"3412","53",2548,36.674154,-121.652842,"Census Tract 13, Monterey County, California",404700,1036,3.2,3.4,2.57,0,7.4,6.3,12.2,18.2,13.2,16.9,4.8,14.5,41.3,34,4.2,2.9,14.9,85.1,22582,36693,0.0859073359073359
"3413","53",2680,36.670347,-121.662793,"Census Tract 14, Monterey County, California",393000,1123,4.8,2.6,2.34,0.6,0,0,5.7,8.9,14.9,32.3,15,2.1,25,33.5,26.4,13,46.8,53.2,51599,66382,0.0765805877114871
"3414","53",5741,36.661143,-121.667397,"Census Tract 15, Monterey County, California",420800,2620,4.6,2.24,2.14,0.5,0,1.9,22.4,30.8,25.3,10.5,8.1,3.6,21.3,31.9,34.4,7.1,43.6,56.4,59327,67739,0.067175572519084
"3415","53",2642,36.670247,-121.677542,"Census Tract 16, Monterey County, California",414900,1011,5.8,2.16,3.17,0,0,2.5,25.9,11.9,40.8,18.2,0.8,1.2,7.2,16.5,55.9,17.5,59,41,65170,74063,0.00593471810089021
"3416","53",3780,36.677921,-121.668297,"Census Tract 17, Monterey County, California",339800,1385,4.4,2.24,2.99,0.6,0.9,7.4,4.8,18,17.4,15.8,8.4,1.1,12.3,53.7,22.2,10.8,44.1,55.9,44851,55024,0.0707581227436823
"3417","53",3957,36.690355,-121.667623,"Census Tract 18.01, Monterey County, California",336600,1171,5,3.65,3.61,0,1.9,12.1,48.3,27.7,2.3,3.7,4,1.5,1.8,20.5,67.5,8.8,56.2,43.8,72500,74389,0.031596925704526
"3418","53",5078,36.686339,-121.656326,"Census Tract 18.02, Monterey County, California",233700,1650,4.2,3.57,3.28,0,0,17.4,41.8,25.9,7,5,1.6,0,23.3,41,28.5,5.3,26.6,73.4,47321,58529,0.036969696969697
"3419","53",4518,36.887706,-121.75248,"Census Tract 101.01, Monterey County, California",336200,1056,4.6,3.81,4.5,10.9,0.8,16.2,12.6,18.6,14.5,8.9,6.1,0.8,10.3,38.3,43.8,6.3,27.5,72.5,45476,53738,0.0378787878787879
"3420","53",3279,36.885162,-121.674472,"Census Tract 101.02, Monterey County, California",548500,1091,6.1,3.15,3.95,0,4.7,14.4,23.4,29.4,5.5,8.7,8.5,0,6.5,12.1,62.7,15.9,75.1,24.9,71477,93603,0.106324472960587
"3421","53",4386,36.843041,-121.684059,"Census Tract 102.02, Monterey County, California",491700,1344,5.8,3.64,2.65,2.2,2.2,8.7,17.2,32.9,10.7,15.4,5.7,1.6,6.1,21.6,51.9,17.2,72.4,27.6,76000,96176,0.0327380952380952
"3422","53",4371,36.815351,-121.667384,"Census Tract 103.05, Monterey County, California",478300,1610,5.8,2.88,2.62,2.9,2.5,12.2,26,27.9,16,7.3,2,0,5.2,18.3,54.3,20.8,76.2,23.8,78623,95270,0.0540372670807453
"3423","53",1250,36.765537,-121.69042,"Census Tract 103.06, Monterey County, California",280600,602,4.7,2.96,2.83,3.3,0,7.5,19.6,43.5,17.9,6.8,0,3.5,4.7,33.4,51,7.5,55.7,44.3,45833,65302,0.235880398671096
"3424","53",6481,36.766994,-121.753808,"Census Tract 104, Monterey County, California",349600,1489,4.6,4.08,4.28,1.7,5.7,17.8,9.4,15.4,12.3,25.1,8.9,0.7,6.8,41.4,38.9,9.3,42.7,57.3,46795,50504,0.0705171255876427
"3425","53",6339,36.778788,-121.644709,"Census Tract 105.01, Monterey County, California",576900,2282,5.8,3.13,3.4,5.3,3.2,13.1,18.4,24.9,11.7,8.4,10.7,1.4,1.4,23.9,45.7,21.9,81.5,18.5,91392,98828,0.0679228746713409
